timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient,,
2017-11-29,25.7900,25.9000,25.7900,25.8100,25.8100,1160,0.0000,1.0000,,
2017-11-28,25.7500,25.8000,25.6800,25.7947,25.7947,3070,0.0000,1.0000,,
2017-11-27,25.7000,25.8000,25.5600,25.7800,25.7800,7300,0.0000,1.0000,,
2017-11-22,25.7500,25.7500,25.7350,25.7350,25.7350,488,0.0000,1.0000,,
2017-11-21,25.8900,25.8900,25.8900,25.8900,25.8900,140,0.0000,1.0000,,
2017-11-20,25.9400,25.9400,25.7600,25.8950,25.8950,2100,0.0000,1.0000,,
2017-11-16,25.8900,25.8900,25.8900,25.8900,25.8900,477,0.0000,1.0000,,
2017-11-15,25.6610,25.7500,25.6600,25.7500,25.7500,3209,0.0000,1.0000,,
2017-11-14,25.8500,25.8500,25.7200,25.7200,25.7200,4106,0.0000,1.0000,,
2017-11-13,25.9200,25.9200,25.9200,25.9200,25.9200,123,0.0000,1.0000,,
2017-11-10,25.9000,26.0500,25.8900,25.9418,25.9418,1769,0.0000,1.0000,,
2017-11-09,25.7500,25.9000,25.7110,25.8500,25.8500,8240,0.0000,1.0000,,
2017-11-08,25.7100,26.1280,25.6200,25.9100,25.9100,26136,0.0000,1.0000,,
2017-11-07,25.6000,25.6400,25.5750,25.6400,25.6400,30375,0.0000,1.0000,,
2017-11-06,25.5100,25.5100,25.5100,25.5100,25.5100,100,0.0000,1.0000,,
2017-11-03,25.6753,25.6753,25.6753,25.6753,25.6753,59,0.0000,1.0000,,
2017-11-02,25.7490,25.7490,25.6753,25.6753,25.6753,940,0.0000,1.0000,,
2017-11-01,25.6100,25.6100,25.5916,25.5970,25.5970,925,0.0000,1.0000,,
2017-10-31,25.7620,25.7620,25.7620,25.7620,25.7620,204,0.0000,1.0000,,
2017-10-30,25.7606,25.7606,25.7606,25.7606,25.7606,380,0.0000,1.0000,,
2017-10-27,25.7900,25.7900,25.7900,25.7900,25.7900,239,0.0000,1.0000,,
2017-10-26,25.6100,25.6612,25.6100,25.6612,25.6612,200,0.0000,1.0000,,
